respondent_id,h1n1_vaccine,seasonal_vaccine
26881,0.021989897,0.08429064
26882,0.036744285,0.06238149
26883,0.13792384,0.36310214
26884,0.30545056,0.31728023
26885,0.44094646,0.8500178
26886,0.149323,0.92579967
26887,0.8874192,0.930609
26888,0.96313035,0.9809048
26889,0.01431839,0.19521794
26890,0.09892324,0.45164084
26891,0.82914007,0.8700169
26892,0.105410665,0.822047
26893,0.034424752,0.14542715
26894,0.37797385,0.4649452
26895,0.054648515,0.90956056
26896,0.06629779,0.06483862
26897,0.09521384,0.66392547
26898,0.22822121,0.7671512
26899,0.02236081,0.06271837
26900,0.13496397,0.28495532
26901,0.07322511,0.5716061
26902,0.29979593,0.9607293
26903,0.23937848,0.13302214
26904,0.11702682,0.51757234
26905,0.453884,0.9360426
26906,0.026535636,0.41755664
26907,0.007744558,0.6538539
26908,0.07464344,0.87526673
26909,0.1817643,0.1804743
26910,0.10047683,0.38621163
26911,0.07869089,0.11621805
26912,0.61997056,0.95755315
26913,0.75555706,0.88334584
26914,0.033198804,0.18074279
26915,0.07946003,0.6914155
26916,0.032805935,0.38391545
26917,0.026763132,0.094414
26918,0.97045714,0.98176944
26919,0.10436776,0.62318385
26920,0.016937567,0.13813788
26921,0.15284638,0.94742477
26922,0.04547031,0.82570964
26923,0.44252035,0.7110138
26924,0.93885845,0.9846058
26925,0.24767126,0.90982574
26926,0.59678924,0.5649795
26927,0.70223606,0.84548175
26928,0.12737273,0.7041992
26929,0.1660758,0.33125043
26930,0.8483548,0.8976128
26931,0.34847125,0.5480926
26932,0.1299458,0.977452
26933,0.016648522,0.73035973
26934,0.4199349,0.75866026
26935,0.14273523,0.6492381
26936,0.4393058,0.24029495
26937,0.28421113,0.9002155
26938,0.037939418,0.056151383
26939,0.0925237,0.1754145
26940,0.113626,0.2553209
26941,0.23041598,0.5706298
26942,0.7970911,0.9237396
26943,0.08642566,0.7684657
26944,0.064332925,0.21302126
26945,0.076257385,0.74933285
26946,0.11185628,0.8368689
26947,0.47419778,0.74635476
26948,0.047944933,0.067072086
26949,0.024644835,0.06855212
26950,0.04011469,0.6858252
26951,0.10076072,0.40232843
26952,0.901309,0.9593218
26953,0.57806695,0.97229195
26954,0.008289929,0.10746905
26955,0.10089385,0.82795423
26956,0.3832696,0.33406928
26957,0.0435839,0.9763925
26958,0.06885887,0.86292326
26959,0.06176213,0.32003066
26960,0.026645215,0.072013475
26961,0.5204013,0.5654179
26962,0.1665762,0.93515855
26963,0.09197153,0.3441474
26964,0.10530298,0.29653737
26965,0.670694,0.9442648
26966,0.068835594,0.101758346
26967,0.24878646,0.6376146
26968,0.12154728,0.9532766
26969,0.10671139,0.18865697
26970,0.86468923,0.6303811
26971,0.17747582,0.30907646
26972,0.02823038,0.03619874
26973,0.066300474,0.23289946
26974,0.45521137,0.44055706
26975,0.26186395,0.8618321
26976,0.9592042,0.6959066
26977,0.23994567,0.5889051
26978,0.028265344,0.9283713
26979,0.81309843,0.94472617
26980,0.07294102,0.10234145
26981,0.017555932,0.522864
26982,0.90963453,0.96238405
26983,0.33455384,0.6481931
26984,0.023060191,0.19757438
26985,0.040250227,0.10234722
26986,0.06569191,0.36970642
26987,0.04209197,0.22966631
26988,0.021570534,0.12267212
26989,0.6755144,0.9301168
26990,0.012555812,0.07966316
26991,0.18951458,0.5790104
26992,0.5050144,0.59271914
26993,0.054683995,0.8971602
26994,0.16284297,0.5203401
26995,0.061678596,0.40118614
26996,0.46586326,0.48711446
26997,0.02233098,0.051597655
26998,0.06634976,0.05354133
26999,0.28592476,0.61251503
27000,0.06768166,0.46363047
27001,0.060498543,0.89507174
27002,0.0147638135,0.36826885
27003,0.0089284135,0.036564752
27004,0.35439005,0.41738728
27005,0.6810141,0.9292995
27006,0.9051532,0.9562581
27007,0.018375546,0.063877314
27008,0.06798549,0.06953062
27009,0.14120485,0.36010966
27010,0.021554906,0.13368472
27011,0.05523736,0.16637856
27012,0.26551223,0.6896668
27013,0.21997122,0.5377195
27014,0.051796436,0.42204216
27015,0.34015816,0.28066474
27016,0.19623841,0.42280975
27017,0.7858992,0.910345
27018,0.03626769,0.3179231
27019,0.9662647,0.9860539
27020,0.2549399,0.29684716
27021,0.27931505,0.8216429
27022,0.07320461,0.20650394
27023,0.08073216,0.19183597
27024,0.09589922,0.45007637
27025,0.40051472,0.110049605
27026,0.026290074,0.4760335
27027,0.05427202,0.894097
27028,0.72358716,0.954544
27029,0.22524169,0.5105037
27030,0.38860863,0.22460185
27031,0.63668406,0.94826436
27032,0.24123473,0.75899094
27033,0.78829026,0.8645611
27034,0.03152669,0.7875815
27035,0.38704768,0.59145254
27036,0.4589197,0.9060882
27037,0.7745281,0.9189846
27038,0.014554559,0.03401296
27039,0.6143947,0.9274591
27040,0.12558396,0.4269551
27041,0.04860747,0.77217424
27042,0.037778962,0.7551589
27043,0.64670926,0.81838447
27044,0.027884103,0.076446965
27045,0.06965945,0.66660815
27046,0.08658503,0.19411583
27047,0.61013114,0.6324261
27048,0.120591916,0.58430403
27049,0.40860417,0.93055004
27050,0.093222536,0.70279425
27051,0.2083804,0.4254557
27052,0.02122206,0.2066586
27053,0.9559081,0.9756039
27054,0.081042565,0.083942585
27055,0.044242777,0.896921
27056,0.15126893,0.1032455
27057,0.017247593,0.038339365
27058,0.96344924,0.9531533
27059,0.09856992,0.18021272
27060,0.030602405,0.45365024
27061,0.020082036,0.6207701
27062,0.0658369,0.7133164
27063,0.040277462,0.64373916
27064,0.18735537,0.71436065
27065,0.16319959,0.69655913
27066,0.070022374,0.70227015
27067,0.8565263,0.9409358
27068,0.76067567,0.95404875
27069,0.90280455,0.9614272
27070,0.021373808,0.045347273
27071,0.11900496,0.1053954
27072,0.16801935,0.8574846
27073,0.073987745,0.962787
27074,0.08234201,0.34916744
27075,0.565252,0.831234
27076,0.86343795,0.8459851
27077,0.0704533,0.16733834
27078,0.13721277,0.866073
27079,0.116457954,0.9045363
27080,0.17621303,0.27438408
27081,0.12159909,0.89463484
27082,0.32685208,0.49551487
27083,0.094434425,0.48732892
27084,0.94552445,0.8641571
27085,0.038924735,0.07286335
27086,0.011933742,0.16369884
27087,0.07483197,0.31146047
27088,0.31907985,0.74265057
27089,0.20669037,0.24780004
27090,0.71577156,0.80967104
27091,0.7775486,0.5645194
27092,0.18863031,0.25145197
27093,0.38915116,0.34139365
27094,0.023178931,0.102220505
27095,0.14758086,0.700194
27096,0.13055651,0.23652253
27097,0.49254015,0.71459144
27098,0.76019776,0.9103157
27099,0.5097321,0.70505244
27100,0.26100877,0.8374367
27101,0.13355233,0.72331476
27102,0.18751219,0.93568385
27103,0.018924162,0.087510094
27104,0.52716964,0.69633204
27105,0.1601551,0.5158712
27106,0.9324796,0.9603954
27107,0.6072717,0.8644177
27108,0.4850828,0.49158764
27109,0.21149787,0.19591182
27110,0.09188494,0.3913119
27111,0.13907085,0.54509854
27112,0.50551975,0.7489355
27113,0.116737016,0.15506393
27114,0.13126673,0.31439212
27115,0.5206983,0.90151316
27116,0.053085897,0.9599431
27117,0.019862765,0.10716642
27118,0.114295706,0.69144756
27119,0.12664643,0.28851488
27120,0.23524988,0.97130966
27121,0.02539274,0.9114537
27122,0.011464089,0.23294592
27123,0.12285419,0.16165173
27124,0.031404257,0.112633236
27125,0.022949666,0.047412854
27126,0.34919122,0.17100312
27127,0.07901193,0.11421293
27128,0.30586022,0.7639274
27129,0.16785651,0.5074518
27130,0.24124204,0.34621432
27131,0.15160237,0.12911154
27132,0.3822244,0.9086374
27133,0.068095595,0.6498196
27134,0.9481743,0.99138683
27135,0.024726672,0.5285048
27136,0.12780608,0.7061829
27137,0.11660159,0.2427952
27138,0.26897907,0.69178075
27139,0.064068645,0.17325586
27140,0.9833731,0.988519
27141,0.75754213,0.84460175
27142,0.04806588,0.29861173
27143,0.43796188,0.60175836
27144,0.0501999,0.093292296
27145,0.6267837,0.83719915
27146,0.124815576,0.9756482
27147,0.0995587,0.32733995
27148,0.13243577,0.096514314
27149,0.20948653,0.12210873
27150,0.4722225,0.96526295
27151,0.521151,0.9559397
27152,0.018850015,0.23006116
27153,0.54480094,0.9442438
27154,0.79245937,0.94610184
27155,0.44566983,0.8154054
27156,0.022170067,0.3969937
27157,0.021634161,0.6999552
27158,0.0344349,0.45211965
27159,0.048339427,0.17536679
27160,0.15953852,0.28696635
27161,0.8470866,0.8107657
27162,0.060283527,0.95735735
27163,0.5495016,0.64758766
27164,0.18691951,0.21390797
27165,0.7690012,0.82122505
27166,0.18607177,0.35717463
27167,0.20928629,0.8020866
27168,0.11245322,0.7793915
27169,0.81896216,0.8342363
27170,0.8146598,0.9732386
27171,0.0251449,0.34785628
27172,0.08542721,0.9445451
27173,0.44716167,0.7051087
27174,0.0776422,0.08493454
27175,0.06471104,0.10832797
27176,0.8897155,0.96223897
27177,0.9606113,0.9774456
27178,0.093193434,0.3692602
27179,0.11333805,0.3085093
27180,0.117112264,0.5425237
27181,0.05708364,0.9467635
27182,0.5352102,0.92234683
27183,0.03071033,0.7969615
27184,0.076613486,0.54851615
27185,0.28697112,0.87130016
27186,0.32736412,0.92787564
27187,0.10762247,0.20078601
27188,0.11740332,0.52937657
27189,0.11854456,0.8662227
27190,0.38104784,0.8794823
27191,0.25424612,0.9805022
27192,0.32175654,0.8859059
27193,0.013261315,0.09039836
27194,0.24382007,0.5473957
27195,0.034641564,0.118863285
27196,0.22642715,0.21358156
27197,0.080754034,0.7472571
27198,0.7485736,0.98117113
27199,0.12724887,0.30737337
27200,0.35237765,0.688457
27201,0.5722086,0.92179316
27202,0.068696,0.1992264
27203,0.05017083,0.10928874
27204,0.03040607,0.058954615
27205,0.1853771,0.4169212
27206,0.3160274,0.5684513
27207,0.25821757,0.23724794
27208,0.9106044,0.8233783
27209,0.44075584,0.50149995
27210,0.14901862,0.36666265
27211,0.053836003,0.31575182
27212,0.46537936,0.97211885
27213,0.61647063,0.56250405
27214,0.052569855,0.09061424
27215,0.1804494,0.7615296
27216,0.30864313,0.95017356
27217,0.16830151,0.31588668
27218,0.86561924,0.9710353
27219,0.8339204,0.9061522
27220,0.42242637,0.6431445
27221,0.0700555,0.84502023
27222,0.20192964,0.72430784
27223,0.02318811,0.8514904
27224,0.13318747,0.769387
27225,0.44590455,0.3562559
27226,0.024403192,0.3192489
27227,0.30419764,0.4909968
27228,0.7965289,0.956289
27229,0.5714095,0.9205476
27230,0.34099495,0.9831097
27231,0.53160346,0.9504809
27232,0.18056794,0.72798043
27233,0.48177344,0.4356882
27234,0.042731736,0.14923397
27235,0.9704661,0.98672473
27236,0.12403849,0.9796663
27237,0.6772769,0.87455386
27238,0.8108823,0.927327
27239,0.30059132,0.2676452
27240,0.1478982,0.5343543
27241,0.13321646,0.2285992
27242,0.23217629,0.59478647
27243,0.0777894,0.13768855
27244,0.024367621,0.08200274
27245,0.11900278,0.37959763
27246,0.90755147,0.9702913
27247,0.40065563,0.97839683
27248,0.26750615,0.8708457
27249,0.129072,0.6298427
27250,0.1321169,0.2469842
27251,0.10381251,0.5865561
27252,0.25402418,0.6152392
27253,0.019893264,0.93610674
27254,0.9622905,0.9855107
27255,0.24102882,0.4117438
27256,0.91567355,0.9857919
27257,0.5392655,0.6326108
27258,0.236435,0.83438766
27259,0.65591437,0.8935144
27260,0.2132971,0.6005977
27261,0.31170443,0.8844214
27262,0.10433302,0.5901973
27263,0.08990956,0.08182466
27264,0.056012902,0.09960335
27265,0.06469811,0.357364
27266,0.18749976,0.40501612
27267,0.13762832,0.6627968
27268,0.019664805,0.07052968
27269,0.9180594,0.7085154
27270,0.027351564,0.14616124
27271,0.025194617,0.2603025
27272,0.035702717,0.5031661
27273,0.05032033,0.22031316
27274,0.41688764,0.66646063
27275,0.39790422,0.55381626
27276,0.012431417,0.08821056
27277,0.041456614,0.9608377
27278,0.07356417,0.2831841
27279,0.07955142,0.23606655
27280,0.6171736,0.63536614
27281,0.112048514,0.49843055
27282,0.1515287,0.9500786
27283,0.027393278,0.16737308
27284,0.33539277,0.5985194
27285,0.067556754,0.4528952
27286,0.18365976,0.60044456
27287,0.34054312,0.8202817
27288,0.8533675,0.84907025
27289,0.29853326,0.5813047
27290,0.033897854,0.09739211
27291,0.6416161,0.9109876
27292,0.110577844,0.74186903
27293,0.053932115,0.9602452
27294,0.069985725,0.08230834
27295,0.52487177,0.96847266
27296,0.11963673,0.8281547
27297,0.07670494,0.8910916
27298,0.059140168,0.3377256
27299,0.4849182,0.7858947
27300,0.054673433,0.93619347
27301,0.012761205,0.03396268
27302,0.42866337,0.8928616
27303,0.13922983,0.26571882
27304,0.08539609,0.91100305
27305,0.0156008825,0.027298886
27306,0.4365209,0.7161424
27307,0.90535665,0.9331841
27308,0.30707234,0.23942423
27309,0.91319644,0.9866108
27310,0.05291948,0.23379144
27311,0.0689306,0.18169893
27312,0.1365824,0.60819936
27313,0.029507598,0.13903967
27314,0.051578447,0.08240223
27315,0.047866553,0.29355222
27316,0.3595439,0.79419136
27317,0.19229928,0.2833887
27318,0.26888737,0.44705072
27319,0.49360356,0.95352507
27320,0.16203983,0.8625582
27321,0.06363182,0.85191375
27322,0.8428366,0.77219063
27323,0.02675806,0.6094767
27324,0.12664004,0.67767006
27325,0.9304973,0.9623882
27326,0.041509334,0.7291415
27327,0.36116558,0.50501984
27328,0.5261883,0.55497986
27329,0.30747205,0.40989438
27330,0.029999012,0.60522187
27331,0.12242498,0.26745024
27332,0.099465325,0.9258194
27333,0.95432335,0.9062514
27334,0.06614769,0.051495444
27335,0.3861573,0.14793819
27336,0.10461387,0.23014827
27337,0.4667691,0.9367212
27338,0.4891258,0.7240984
27339,0.18936646,0.47707444
27340,0.008312818,0.13793056
27341,0.36289552,0.74238175
27342,0.15328726,0.83754903
27343,0.06926554,0.12335564
27344,0.6473425,0.6491291
27345,0.054320697,0.34261107
27346,0.52027714,0.9395954
27347,0.9547227,0.9704084
27348,0.060144592,0.32844752
27349,0.13549408,0.33278236
27350,0.06249295,0.9506306
27351,0.846492,0.9337753
27352,0.14008589,0.5934326
27353,0.02566426,0.15697753
27354,0.44561017,0.90744984
27355,0.21384992,0.16679114
27356,0.4997268,0.81479365
27357,0.08253892,0.49009046
27358,0.7286065,0.82125854
27359,0.58292025,0.88553923
27360,0.16068153,0.7432644
27361,0.025644075,0.9516392
27362,0.5496207,0.67160726
27363,0.21208367,0.27599418
27364,0.041452516,0.625149
27365,0.5513086,0.8579449
27366,0.44107825,0.81784487
27367,0.3724138,0.5402125
27368,0.060565915,0.771371
27369,0.040968664,0.07086856
27370,0.032416172,0.9187788
27371,0.44016942,0.55210924
27372,0.094804354,0.18059936
27373,0.9628585,0.8836985
27374,0.014014264,0.36184657
27375,0.06199539,0.9234172
27376,0.7686126,0.534991
27377,0.22079983,0.84090006
27378,0.119028814,0.25642636
27379,0.046951517,0.2801609
27380,0.081430025,0.9508004
27381,0.014163176,0.5889959
27382,0.2698041,0.29492253
27383,0.06821781,0.6837431
27384,0.05718522,0.6478421
27385,0.15457267,0.978148
27386,0.18645415,0.9287822
27387,0.84444505,0.9230644
27388,0.2190519,0.29731858
27389,0.09819735,0.13041717
27390,0.02087446,0.053575132
27391,0.33455944,0.91693103
27392,0.96231186,0.97632295
27393,0.0052059023,0.0406992
27394,0.014091087,0.5901472
27395,0.769073,0.86905545
27396,0.06238152,0.14306583
27397,0.9442542,0.98102796
27398,0.1017283,0.86233884
27399,0.20804931,0.59272337
27400,0.0869213,0.87341565
27401,0.34179425,0.4653358
27402,0.21757862,0.8101312
27403,0.08217169,0.2665092
27404,0.38982838,0.27089393
27405,0.9032385,0.96199346
27406,0.07214637,0.21810175
27407,0.18665476,0.12905121
27408,0.119580224,0.71783006
27409,0.9460869,0.9856963
27410,0.026404819,0.24268095
27411,0.21390338,0.36574036
27412,0.26876283,0.9140574
27413,0.09323249,0.56518096
27414,0.6767544,0.7561428
27415,0.0732324,0.43647075
27416,0.25432453,0.39647737
27417,0.5116681,0.66652733
27418,0.42022827,0.24805503
27419,0.8081129,0.9509616
27420,0.042572405,0.19878064
27421,0.46914715,0.5576001
27422,0.2816184,0.806034
27423,0.04942081,0.42299977
27424,0.041648667,0.47141722
27425,0.117014065,0.5895199
27426,0.17904939,0.44819492
27427,0.0932199,0.4150128
27428,0.067277744,0.19221464
27429,0.71591,0.29831097
27430,0.031434856,0.73899066
27431,0.21292974,0.7293143
27432,0.53234816,0.73549104
27433,0.15826423,0.9088451
27434,0.14111573,0.3439352
27435,0.5317185,0.7985262
27436,0.06280285,0.14030819
27437,0.18476903,0.23324402
27438,0.016655345,0.21093364
27439,0.32786736,0.5081559
27440,0.29099587,0.27994967
27441,0.9208894,0.96200436
27442,0.31592667,0.96127987
27443,0.032983355,0.19138922
27444,0.01869726,0.047624204
27445,0.036131464,0.070793316
27446,0.29032356,0.18510081
27447,0.06447788,0.3035431
27448,0.11694441,0.62431794
27449,0.1897345,0.9629959
27450,0.12787692,0.9416143
27451,0.016192947,0.18909816
27452,0.07939357,0.15449066
27453,0.19332749,0.97170717
27454,0.1657196,0.56467897
27455,0.38939685,0.33436778
27456,0.22980748,0.5985983
27457,0.045460273,0.16503125
27458,0.079218514,0.4661186
27459,0.12924162,0.3332705
27460,0.9293398,0.9041123
27461,0.13477293,0.19942565
27462,0.1325423,0.6229242
27463,0.24866278,0.47238445
27464,0.7730473,0.8083579
27465,0.95788044,0.9905504
27466,0.01564166,0.12034253
27467,0.014053706,0.3101947
27468,0.097751945,0.6441212
27469,0.085600965,0.73795015
27470,0.90018094,0.90026885
27471,0.12574218,0.8865189
27472,0.38772058,0.70723945
27473,0.5681231,0.36021248
27474,0.4131264,0.59213704
27475,0.025804244,0.06102496
27476,0.084000535,0.4672632
27477,0.0774988,0.28556505
27478,0.06307378,0.89976424
27479,0.080931075,0.2581769
27480,0.3297536,0.86566
27481,0.85590494,0.8842731
27482,0.59221154,0.32684246
27483,0.8691689,0.9194372
27484,0.099197485,0.92187965
27485,0.033478428,0.86641604
27486,0.2900509,0.415405
27487,0.18695985,0.9522922
27488,0.8166528,0.9427396
27489,0.9639603,0.89195466
27490,0.029844547,0.39489546
27491,0.7563468,0.829975
27492,0.010070635,0.7038205
27493,0.23076986,0.97716004
27494,0.2912323,0.7555324
27495,0.15195087,0.24998364
27496,0.040712718,0.15900515
27497,0.12444027,0.047242716
27498,0.145744,0.8514601
27499,0.14000534,0.9386681
27500,0.18642005,0.95511305
27501,0.08960977,0.45369965
27502,0.10370093,0.81041986
27503,0.08615272,0.7266453
27504,0.008086663,0.032386027
27505,0.036458466,0.21317628
27506,0.56948435,0.9246773
27507,0.21099399,0.28682214
27508,0.49193814,0.51920587
27509,0.05922659,0.54182863
27510,0.79533225,0.31271517
27511,0.38368154,0.6936855
27512,0.031673893,0.30608302
27513,0.18471533,0.81343055
27514,0.4889271,0.66884744
27515,0.59743816,0.60413605
27516,0.82239395,0.9059204
27517,0.072301686,0.042912044
27518,0.92360955,0.98044914
27519,0.035181656,0.077902436
27520,0.05597065,0.14070311
27521,0.04933041,0.6005756
27522,0.24998415,0.20843378
27523,0.0058263196,0.17728618
27524,0.4012934,0.6029267
27525,0.046379756,0.28861484
27526,0.4721726,0.78087306
27527,0.021353189,0.9587725
27528,0.48171985,0.92248094
27529,0.27944183,0.91932327
27530,0.07718227,0.08257946
27531,0.10059983,0.12711751
27532,0.0761634,0.91902035
27533,0.4787194,0.64485747
27534,0.06659919,0.15206942
27535,0.035426132,0.8970157
27536,0.32097214,0.52661395
27537,0.719064,0.8479457
27538,0.41525856,0.6059046
27539,0.625205,0.87776244
27540,0.77536184,0.28076714
27541,0.8715115,0.9579787
27542,0.039448626,0.1547883
27543,0.6709056,0.8412405
27544,0.19308797,0.49585757
27545,0.29779747,0.1692027
27546,0.7488145,0.75976187
27547,0.1092753,0.21163917
27548,0.09980591,0.9852136
27549,0.045633208,0.8901293
27550,0.18647522,0.40483293
27551,0.28197813,0.7840007
27552,0.029718176,0.9241929
27553,0.15496902,0.5280928
27554,0.31949988,0.3228728
27555,0.085760556,0.20585719
27556,0.07780725,0.851904
27557,0.41757047,0.94770086
27558,0.06836869,0.31232455
27559,0.29003108,0.86776125
27560,0.6328238,0.9234808
27561,0.75308055,0.9016669
27562,0.5477602,0.878768
27563,0.23055667,0.7904081
27564,0.47728,0.70071214
27565,0.06699316,0.35080218
27566,0.3995928,0.307397
27567,0.0855413,0.7905358
27568,0.47498953,0.94357264
27569,0.23987019,0.5276523
27570,0.48580348,0.83122754
27571,0.06121949,0.09132523
27572,0.004036375,0.03985171
27573,0.09593046,0.31685668
27574,0.22381817,0.76047015
27575,0.018097667,0.30539513
27576,0.013821969,0.11069303
27577,0.1195509,0.62952936
27578,0.4528601,0.7528414
27579,0.20181212,0.74096286
27580,0.12204038,0.8083043
27581,0.08791352,0.16420318
27582,0.098643176,0.12463056
27583,0.06647289,0.2786795
27584,0.70249575,0.6757839
27585,0.095048584,0.51710725
27586,0.49041262,0.8707372
27587,0.19920315,0.8580305
27588,0.11561437,0.34656885
27589,0.17367469,0.5924726
27590,0.21675703,0.40717366
27591,0.25245887,0.71772575
27592,0.05614144,0.042370692
27593,0.08589983,0.1026337
27594,0.17816459,0.77151346
27595,0.037965063,0.23090358
27596,0.21902668,0.35037822
27597,0.10857666,0.18531647
27598,0.14990966,0.2756896
27599,0.5200981,0.9146726
27600,0.10650959,0.6970108
27601,0.084147066,0.9346456
27602,0.93425643,0.94457966
27603,0.07734404,0.09754009
27604,0.04169881,0.3902794
27605,0.73815876,0.73015594
27606,0.43220875,0.30180296
27607,0.6977488,0.70100427
27608,0.45717224,0.8744552
27609,0.27800024,0.94560623
27610,0.59722304,0.85608935
27611,0.42480907,0.094711125
27612,0.020670604,0.6977655
27613,0.9185227,0.9800132
27614,0.0939736,0.47489488
27615,0.27239117,0.980909
27616,0.02505683,0.04982871
27617,0.39451838,0.53904486
27618,0.31118622,0.67366403
27619,0.6324137,0.49721703
27620,0.4988591,0.72536683
27621,0.2969778,0.51491785
27622,0.8713742,0.97386736
27623,0.04226852,0.85832787
27624,0.2879168,0.94331086
27625,0.047100063,0.5611056
27626,0.017940661,0.13314122
27627,0.9631265,0.95870805
27628,0.049485847,0.9411517
27629,0.029421162,0.04901825
27630,0.50382006,0.9482506
27631,0.13571373,0.42543444
27632,0.035129633,0.29644382
27633,0.77842045,0.85795337
27634,0.30589354,0.30700964
27635,0.10622001,0.46816015
27636,0.56304723,0.9645233
27637,0.17870498,0.15730886
27638,0.1853196,0.5266824
27639,0.035113767,0.3003602
